elapsed_time,frame_rate
1617192573.040736,6.183555481705831e-10
1617192573.081325,24.637159824486176
1617192573.124324,23.25633902778471
1617192573.164744,24.740339638890365
1617192573.20577,24.37471814779516
1617192573.289671,11.91881923013532
1617192573.372277,12.105646872068691
1617192573.457686,11.708378113563594
1617192573.539222,12.264512978563513
1617192573.58117,23.83899331033346
1617192573.622454,24.22254947821919
1617192573.663981,24.08069951830609
1617192573.705597,24.02924090518476
1617192573.830638,7.997376349006597
1617192573.872371,23.961837512354247
1617192573.913827,24.12196987560315
1617192573.955515,23.98773820145037
1617192574.03973,11.874346024052725
1617192574.080456,24.554371052061562
1617192574.122355,23.86693752596209
1617192574.206434,11.893572435226696
1617192574.288574,12.174341112272147
1617192574.33037,23.925752260346254
1617192574.371901,24.078349426501486
1617192574.414075,23.711368647181864
1617192574.455229,24.298888264499197
1617192574.538766,11.970763087970456
1617192574.622038,12.008841348191075
1617192574.664991,23.28125312225935
1617192574.705244,24.842768636649016
1617192574.788382,12.02819567199876
1617192574.830362,23.82085110491433
1617192574.871565,24.27006446087792
1617192574.955289,11.94403738434858
1617192575.080577,7.981609755354941
1617192575.124966,22.52809900043506
1617192575.163362,26.04429817752802
1617192575.205387,23.795309361986998
1617192575.246621,24.251961583606537
1617192575.288354,23.961837512354247
1617192575.330072,23.970464858439346
1617192575.412904,12.072614651304029
1617192575.455279,23.598771197407363
1617192575.540091,11.790794626216172
1617192575.579962,25.080900072355007
1617192575.6215,24.074341504852974
1617192575.66308,24.05004615852155
1617192575.705375,23.64346835928252
1617192575.830876,7.968054104371284
1617192575.871312,24.730566037735848
1617192575.912928,24.029103242032413
1617192575.954868,23.84360095276535
1617192576.039966,11.751153597234168
1617192576.079427,25.34154225398916
1617192576.120885,24.120860098799795
1617192576.204643,11.939141548560091
1617192576.287944,12.004648100975986
1617192576.329361,24.144742825892987
1617192576.375955,21.461924985928466
1617192576.41336,26.734383764213963
1617192576.495766,12.135067339823802
1617192576.579109,11.998603983224914
1617192576.66259,11.978763083865255
1617192576.704466,23.879982464231016
1617192576.787561,12.03444229251847
1617192576.829554,23.8134126677719
1617192576.870732,24.284819324544188
1617192576.912281,24.067986847919023
1617192576.997518,11.731990713546475
1617192577.080862,11.998466687644822
1617192577.120952,24.943972310272436
1617192577.162901,23.83845135182754
1617192577.204362,24.119056929269696
1617192577.328848,8.033033792221124
1617192577.412103,12.011283029350196
1617192577.454156,23.779525237692976
1617192577.537005,12.070147973777965
1617192577.578498,24.100486111909166
1617192577.662373,11.92247824035384
1617192577.703603,24.254205434537475
1617192577.744974,24.171597837738155
1617192577.870211,7.9848614648893355
1617192577.911711,24.09633238349113
1617192577.953485,23.93831507936055
1617192577.994835,24.18386244911609
1617192578.078734,11.919090190907593
1617192578.12238,22.911556004697786
1617192578.203611,12.310589450759744
1617192578.245945,23.621630754328066
1617192578.329029,12.035996326905417
1617192578.371368,23.618970391143247
1617192578.411579,24.86884030902957
1617192578.495021,11.984342051876954
1617192578.578191,12.023575278064442
1617192578.661203,12.046470616956318
1617192578.705147,22.756172856251524
1617192578.786258,12.328790960717686
1617192578.828215,23.833981134219798
1617192578.911086,12.066918498102634
1617192578.995041,11.911169675008235
1617192579.078006,12.053255781206445
1617192579.119518,24.08941268364405
1617192579.160982,24.117392704356227
1617192579.20485,22.79562599186939
1617192579.286017,12.320280578899597
1617192579.327779,23.945148233359784
1617192579.411204,11.986808036352205
1617192579.452681,24.10976794449522
1617192579.494366,23.989521788616955
1617192579.577356,12.04961992151365
1617192579.660975,11.95902179212655
1617192579.702479,24.094117647058823
1617192579.745357,23.321901203265053
1617192579.827665,12.149479325077849
1617192579.869322,24.005586016643583
1617192579.952405,12.036169022168018
1617192580.035493,12.035443735365686
1617192580.119173,11.950264972363097
1617192580.160439,24.23304560843993
1617192580.246369,11.637396785936252
1617192580.285856,25.324711238309153
1617192580.368825,12.052701603749458
1617192580.452363,11.970592264486962
1617192580.494314,23.83736750873803
1617192580.579526,11.735437388956505
1617192580.618817,25.451028222258632
1617192580.660134,24.20312067214477
1617192580.701879,23.954994831259175
1617192580.787079,11.737079374851339
1617192580.910363,8.111361658512058
1617192580.953213,23.33721331359959
1617192580.993663,24.721820110809855
1617192581.037548,22.786833055354844
1617192581.118375,12.372103724635929
1617192581.203135,11.798024803872757
1617192581.243369,24.85454567002856
1617192581.327075,11.946588889395251
1617192581.368837,23.945148233359784
1617192581.451428,12.107883410168846
1617192581.493246,23.91306628353801
1617192581.576389,12.02747134578051
1617192581.659662,12.008703818227628
1617192581.70142,23.947472394459478
1617192581.743288,23.884605966732533
1617192581.826876,11.963456201350283
1617192581.868113,24.24999855458745
1617192581.951946,11.928479812070382
1617192582.034514,12.111239767263907
1617192582.117803,12.006366290719642
1617192582.15936,24.063430138495256
1617192582.201365,23.806654482296715
1617192582.243538,23.71190484266703
1617192582.284587,24.361127244848173
1617192582.326168,24.049356666131512
1617192582.413561,11.442558102102561
1617192582.451181,26.581726229331576
1617192582.49265,24.11434222176228
1617192582.575905,12.011283029350196
1617192582.659374,11.980508092112403
1617192582.701123,23.95266920985906
1617192582.744808,22.891173838059686
1617192582.826438,12.250399408845702
1617192582.868184,23.95431077808745
1617192582.951318,12.028782095219523
1617192583.034211,12.063760145882108
1617192583.117189,12.051385636502076
1617192583.159358,23.714049867134054
1617192583.200957,24.03901902234653
1617192583.242756,23.924114603831917
1617192583.285238,23.53930509644579
1617192583.32543,24.88064208047361
1617192583.409133,11.946997231368707
1617192583.450372,24.24887696639282
1617192583.492718,23.614980969754296
1617192583.575523,12.07657734179074
1617192583.659161,11.95626047593528
1617192583.701969,23.360219215924342
1617192583.784082,12.178335515828657
1617192583.908516,8.036389136907614
1617192583.951917,23.04094222603097
1617192583.991776,25.088401193915576
1617192584.037371,21.932262770669162
1617192584.075054,26.537158186442607
1617192584.116989,23.846447739470573
1617192584.158584,24.041223640542693
1617192584.241919,11.999771122529554
1617192584.325129,12.017787557878329
1617192584.366642,24.0888592793393
1617192584.408185,24.07144004958564
1617192584.452264,22.68650645550381
1617192584.491684,25.367904729071785
1617192584.574657,12.05211284603493
1617192584.65905,11.849320563889595
1617192584.699726,24.584450904998594
1617192584.741824,23.75420652315499
1617192584.825079,12.011283029350196
1617192584.866383,24.210664850324978
1617192584.908354,23.82599310380086
1617192584.949545,24.27722886893909
1617192585.03412,11.82380036872699
1617192585.116217,12.180740491201984
1617192585.157941,23.96690361363169
