elapsed_time,frame_rate
1617194046.746362,6.183549846797317e-10
1617194046.798262,19.267856158468238
1617194046.849588,19.483288971882736
1617194046.900933,19.476051393732266
1617194046.952355,19.446974438865166
1617194047.003933,19.388094335610678
1617194047.055838,19.265909070030226
1617194047.109479,18.642511089578907
1617194047.161579,19.193878905195334
1617194047.213134,19.396701782295434
1617194047.264787,19.35999409179868
1617194047.316438,19.360709010339733
1617194047.368037,19.380210884290875
1617194047.419724,19.34722382386723
1617194047.470914,19.535103816381472
1617194047.522273,19.470717124076206
1617194047.573865,19.382897704166513
1617194047.625602,19.328500790318937
1617194047.677505,19.266705558643437
1617194047.728824,19.486004450700822
1617194047.780356,19.4054066558404
1617194047.832883,19.03784598345997
1617194047.886459,18.66499343613021
1617194047.937855,19.456807533515796
1617194047.989525,19.353562200073828
1617194048.041258,19.330015116321942
1617194048.094905,18.640439800720852
1617194048.147438,19.03559952800218
1617194048.198761,19.484465586442692
1617194048.250634,19.27786331818119
1617194048.302284,19.36106648941081
1617194048.354074,19.3087472321071
1617194048.406549,19.056702529805175
1617194048.457909,19.470355584439698
1617194048.50936,19.435980370804582
1617194048.56154,19.16449935574665
1617194048.61309,19.39858568012691
1617194048.666564,18.700694648796627
1617194048.718371,19.302438171325484
1617194048.770257,19.272991278615606
1617194048.82159,19.48066472834013
1617194048.873478,19.272282823455892
1617194048.926751,18.771248148297328
1617194048.978146,19.457078309759844
1617194049.02988,19.329658782974175
1617194049.081376,19.41897310060651
1617194049.133203,19.29497925273027
1617194049.185496,19.12299562765293
1617194049.237093,19.38101685203754
1617194049.289075,19.237455739629773
1617194049.340719,19.36330103272687
1617194049.392852,19.181677657754893
1617194049.444625,19.315149366109296
1617194049.496682,19.209702165858307
1617194049.548899,19.150848804186033
1617194049.600245,19.475689655972996
1617194049.651975,19.331173290439736
1617194049.703299,19.484013025563364
1617194049.75516,19.28229458305175
1617194049.807061,19.26750211311602
1617194049.859598,19.03421735736717
1617194049.911364,19.317640231573808
1617194049.963132,19.31701745498089
1617194050.014642,19.413670047072653
1617194050.066524,19.274496918785527
1617194050.117978,19.434809604566894
1617194050.170366,19.088358037782562
1617194050.22175,19.461321455085375
1617194050.273526,19.313993111197068
1617194050.324994,19.429497899227787
1617194050.376918,19.258920494983585
1617194050.42923,19.116110331248976
1617194050.480872,19.364105594592846
1617194050.532539,19.35472319768166
1617194050.583811,19.503764223370272
1617194050.635559,19.324404391675536
1617194050.687216,19.35847506519281
1617194050.738602,19.46059908689358
1617194050.790261,19.35767097113636
1617194050.842369,19.190892993589774
1617194050.893787,19.448507386558596
1617194050.945147,19.470355584439698
1617194050.996772,19.37045503877043
1617194051.04823,19.433368855117454
1617194051.099864,19.36705622688381
1617194051.151326,19.431838292864853
1617194051.203083,19.32102171960292
1617194051.255097,19.225639662269323
1617194051.306496,19.45563425687554
1617194051.359382,18.908592552520062
1617194051.411184,19.304214954389387
1617194051.462465,19.50040913486573
1617194051.513903,19.440935173769155
1617194051.56524,19.479126707318773
1617194051.616714,19.427248052321005
1617194051.668469,19.321822771748142
1617194051.721374,18.901775574583144
1617194051.774669,18.763522490885098
1617194051.827108,19.069785628225237
1617194051.878812,19.34080041316407
1617194051.932153,18.747336050918975
1617194051.983458,19.491256523335302
1617194052.035788,19.109491179472226
1617194052.086983,19.533193310575754
1617194052.13837,19.460147634005
1617194052.190818,19.066491501616035
1617194052.242309,19.420861327320125
1617194052.293664,19.472344218609273
1617194052.345365,19.341959880101452
1617194052.396805,19.44012421496605
1617194052.448123,19.4863665717352
1617194052.499683,19.394907934041747
1617194052.553705,18.510951739965133
1617194052.605186,19.424638882585317
1617194052.656363,19.540018262117286
1617194052.70802,19.35847506519281
1617194052.759598,19.388094335610678
1617194052.812911,18.757145220941723
1617194052.86452,19.37645058762658
1617194052.915875,19.472344218609273
1617194052.967778,19.266705558643437
1617194053.021732,18.534264250994255
1617194053.073495,19.31888590523654
1617194053.125382,19.272637044525112
1617194053.178349,18.879654303204898
1617194053.229765,19.449228857336287
1617194053.281173,19.452205490188803
1617194053.335011,18.574236204292934
1617194053.38636,19.474604523315364
1617194053.438005,19.362943471135424
1617194053.489548,19.40127759763538
1617194053.540896,19.474966220765292
1617194053.594092,18.798422373610613
1617194053.6455,19.452205490188803
1617194053.696989,19.421580748375863
1617194053.749152,19.17071855274765
1617194053.800827,19.351687036601287
1617194053.852162,19.479940923488485
1617194053.904097,19.254765140107974
1617194053.956095,19.231545885967126
1617194054.007921,19.295334308610965
1617194054.059631,19.33857105971746
1617194054.111444,19.300217652391186
1617194054.162909,19.430668025572132
1617194054.215683,18.94874181161057
1617194054.267281,19.380569083902447
1617194054.318929,19.36187086558924
1617194054.370363,19.442377045380802
1617194054.421902,19.402803349215894
1617194054.473363,19.432198403469187
1617194054.524661,19.493883621490983
1617194054.576372,19.338303571840232
1617194054.627965,19.382449849119904
1617194054.679488,19.408818942818932
1617194054.73137,19.274496918785527
1617194054.782629,19.50875365123072
1617194054.834124,19.41933273452909
1617194054.885663,19.402803349215894
1617194054.937676,19.22599217081198
1617194054.988996,19.48555181833386
1617194055.040376,19.46285666556846
1617194055.092376,19.230752301654256
1617194055.144696,19.11314856502283
1617194055.196533,19.291251954741973
1617194055.248267,19.329658782974175
1617194055.300161,19.270069236741875
1617194055.35167,19.414029484598117
1617194055.403578,19.264847187646406
1617194055.456012,19.071606554991725
1617194055.507736,19.333400938482388
1617194055.559523,19.309813959698175
1617194055.611503,19.238249877304273
1617194055.662835,19.481026650936823
1617194055.714116,19.50031847281823
1617194055.765843,19.3323316033518
1617194055.819503,18.635801783468924
1617194055.871267,19.318441003343864
1617194055.923152,19.27343408954099
1617194055.975387,19.144205577616503
1617194056.027048,19.3569562769404
1617194056.079034,19.235955880666836
1617194056.130946,19.26343152654156
1617194056.18246,19.412142586061666
1617194056.234026,19.392666090261372
1617194056.285774,19.324404391675536
1617194056.338888,18.827449994613424
1617194056.39037,19.42427905210461
1617194056.442097,19.33224249743039
1617194056.493924,19.29497925273027
1617194056.545623,19.342673467317216
1617194056.597043,19.447695795911365
1617194056.648804,19.319597790889954
1617194056.700236,19.44309806139383
1617194056.751793,19.396073897662372
1617194056.803092,19.493521221022103
